id,name,population,facts,pic
117,Costa Rica, 5 million,"<p>Due to its location 8 to 12 degrees north of the equator, this Central American country is always about the same distance from the sun. That means it has 12 hours of light and 12 hours of night<a href=""https://thesunsetshop.com/blogs/sunset-blog/do-you-know-why-the-sun-sets-so-early-in-costa-rica""> every day of the year</a>, and sunrise and sunset times are always within a one-hour period. </p>",https://thumbor.bigedition.com/costa-rican-rainforest/gJ6zTT3JI_cmxOONXTjtu1cTbm8=/800x0/filters:quality(80)/granite-web-prod/11/c5/11c58ca62765473d8c4b4014f6345fb9.jpeg
118,Palestine, 5 million,"<p>This sovereign state located between Jordan and Israel contains a small city called Bethlehem that, in addition to being the birthplace of Jesus Christ, celebrates<a href=""https://www.bbc.com/news/magazine-30529418""> Christmas three times a year</a>: Jan. 7 (Greek Orthodox), Jan. 18 (Armenians) and Dec. 25 (Catholics).</p>",https://thumbor.bigedition.com/christmas-in-palestine/RG7KHn_w1wLp45kDeBs6FbivWV8=/800x0/filters:quality(80)/granite-web-prod/c3/ae/c3aeab068738419ab0e5e3f33b1b8290.jpeg
119,Oman,5 million,"<p>In this Middle East nation, there is a<a href=""https://facesoman.com/womens-souq-in-ibra/""> women-only souk</a> (Arab bazaar) held every Wednesday in a small city called Ibra. On that day, men are not allowed to visit the souk or sell anything there.  </p>",https://thumbor.bigedition.com/womens-market-in-oman/mRzzmnujtYCntaT9OiSLhOKoEo4=/800x0/filters:quality(80)/granite-web-prod/86/81/8681f1ff4991416a9328b249fadc6801.jpeg
120,Liberia,4.9 million,"<p>The American Colonization Society <a href=""https://slate.com/news-and-politics/2003/07/who-founded-liberia.html"">founded this African nation</a> in the early 1800s as a place where free-born black Americans and freed slaves could live. In the first few years of its existence, nearly 20,000 people relocated there. </p>",https://thumbor.bigedition.com/streets-of-liberia/yWuVQy3fbJuPOit5aWJkTPBiqpo=/800x0/filters:quality(80)/granite-web-prod/56/26/56263e6559a2410a98b8bc2c53aec03a.jpeg
121,Ireland,4.9 million,"<p>Guinness is arguably this European nation’s most recognizable beverage. When Arthur Guinness signed the lease for the brewery’s St. James Gate property in 1759, it was for<a href=""https://www.guinness-storehouse.com/content/pdf/archive-factsheets/general-history/company-history.pdf""> 9,000 years at £45 per month</a>. Those terms are still adhered to today.</p>",https://thumbor.bigedition.com/guinness-brewery-in-ireland/E7jwODKrxiJH6Qrd1xI2RkncEZ8=/800x0/filters:quality(80)/granite-web-prod/93/2b/932b7b26f112443ab14368255b46ee05.jpeg
122,New Zealand,4.8 million,"<p>In 1893, this island nation in Oceania became the first self-governing country in the world to<a href=""https://nzhistory.govt.nz/politics/womens-suffrage""> allow women to vote</a> in parliamentary elections. </p>",https://thumbor.bigedition.com/women-voting-in-new-zealand/U5_v_45FABhXT2xZxax-Tah7m6k=/800x0/filters:quality(80)/granite-web-prod/95/3d/953d70c19e674a0e937bd8608783acfd.jpeg
123,Central African Republic,4.7 million,"<p>This nation in the middle of Africa is one of the three<a href=""https://www.nationalgeographic.com/science/2019/04/nights-are-getting-brighter-earth-paying-the-price-light-pollution-dark-skies/""> least light-polluted</a> areas in the world, along with Chad and Madagascar.  </p>",https://thumbor.bigedition.com/central-african-republic-jungle-river/pwAe46WeRuIodCvSk1MOAmRADJE=/800x0/filters:quality(80)/granite-web-prod/a4/7a/a47a2550b079452996cf6600e4d267fe.jpeg
124,Mauritania,4.5 million,"<p>The<a href=""https://www.businessinsider.com/the-eye-of-the-sahara-is-still-a-mystery-2016-7""> Richat Structure</a>, an uplifted dome that has eroded away, is located in this African nation. Often called the Eye of the Sahara, it’s best viewed from space, where it can easily be seen.  </p>",https://thumbor.bigedition.com/richat-structure-in-mauritania/JHQu10ndLXmGRvHBfMtzVU8cSRQ=/800x0/filters:quality(80)/granite-web-prod/93/78/9378db55623845a08e760b3d43aeae0b.jpeg
125,Panama,4.2 million,"<p>From the top of this Central American country’s highest point, Volcan Baru, you can watch the <a href=""https://www.embassyofpanama.org/fun-facts"">sun rise over the Pacific Ocean</a> and set over the Atlantic Ocean on the same day.  </p>",https://thumbor.bigedition.com/volcan-baru-panama/rpgT4ZHG40yTw2PGpbvk_gsYn7A=/800x0/filters:quality(80)/granite-web-prod/9e/da/9eda65c991c6460b830813128f34afbb.jpeg
126,Kuwait, 4.2 million,"<p>There is a<a href=""https://www.amusingplanet.com/2015/01/worlds-biggest-tire-graveyard-in.html?m=1""> tire dump</a> in this small Middle East nation that is so massive, it’s not only the biggest in the world, but it can be seen from space. </p>",https://thumbor.bigedition.com/tire-dumpster-in-kuwait/sRAX68TJr0xN_Ba8Iy6h3OZgv0Y=/800x0/filters:quality(80)/granite-web-prod/3b/19/3b1911e23b0e4ed0a593d8b87bb58005.jpeg
127,Croatia,4.1 million,"<p>This former Yugoslavian republic on the Adriatic Sea is credited with<a href=""https://www.godubrovnik.com/travel-corner/necktie-croatia-invetion""> inventing the necktie</a>. During France’s 30-year war In the 17th century, King Louis XIII hired Croatian mercenaries who wore a piece of cloth around their necks that the king was particularly fond of. He called it La Cravate, which is still the French term for a necktie. </p>",https://thumbor.bigedition.com/croatian-statue/KDMdcdxEZRI9XjT2w9fV2HYLpLg=/800x0/filters:quality(80)/granite-web-prod/09/52/09521f826a1744d598d3c090246f3c54.jpeg
128,Moldova,4 million,"<p>The<a href=""https://www.nationalgeographic.com/travel/destinations/europe/moldova/worlds-largest-wine-cellar/""> world’s largest wine cellar</a> is buried in this former Soviet republic. The Milestii Mici wine cellar contains nearly 2 million bottles and the tunnel system housing them stretches for 75 miles. Cars and bikes are needed to traverse it, and the same road rules apply underground as above ground. </p>",https://thumbor.bigedition.com/milestii-mici-worlds-largest-wine-cellar-in-moldova/a5Xf_9y69-JjPDbQPAtqeOm-jsE=/800x0/filters:quality(80)/granite-web-prod/2e/77/2e7759f9c2f94beca3859d0c7ef8956f.jpeg
129,Georgia,4 million,"<p>“Georgia” is the English name for this Eurasian nation and former Soviet republic, but no one knows exactly how it gained this moniker because the natives call their country Sakartvelo. There are<a href=""https://theculturetrip.com/europe/georgia/articles/why-is-georgia-also-called-sakartvelo/""> many ideas</a>, including that because of their reverence for St. George, outsiders bestowed that name on the area. </p>",https://thumbor.bigedition.com/georgian-city/eE_o-a8-FxWBP2dOj-BDJdrarVw=/800x0/filters:quality(80)/granite-web-prod/44/e2/44e2a6fd945a43d6b113c6ab1406bc58.jpeg
130,Eritrea,3.5 million,"<p>This coastal nation in North Africa gained independence from Ethiopia in 1993 after a 30-year war, yet it has<a href=""https://foreignpolicy.com/2013/11/06/the-country-thats-never-had-an-election/""> not held an election</a> since. Its constitution was suspended in 1997 and there is only one political party in the entire country, the People’s Front for Democracy and Justice.</p>",https://thumbor.bigedition.com/eritrea-politicians/O6ECZD_7jCz2yGENKlnNvBpI74c=/800x0/filters:quality(80)/granite-web-prod/fc/31/fc31c8b48abe4c908dbe3e1e68fafab7.jpeg
131,Uruguay, 3.5 million,"<p>At nearly 6 minutes long, this South American country has the<a href=""https://www.worldatlas.com/articles/which-country-has-the-longest-national-anthem.html""> world’s longest national anthem</a>. The lyrics were composed in 1833 — by the same man who wrote Paraguay’s anthem — and the music was added in 1848. </p>",https://thumbor.bigedition.com/uruguayan-national-anthem/UFphaeC6InUJLSeNpLvlpvqMpdA=/800x0/filters:quality(80)/granite-web-prod/74/f8/74f8371cdf334987ad12a9eff7234ad6.jpeg
132,Bosnia and Herzegovina,3.3 million,"<p>Thanks to the work of an amateur archaeologist in the early 2000s, residents and government officials in this former Yugoslavian republic in southeast Europe believe that a network of<a href=""https://www.smithsonianmag.com/history/the-mystery-of-bosnias-ancient-pyramids-148990462/""> 12,000-year-old pyramids</a> exists within the country’s borders. That would make them far older than the Egyptian pyramids, and Bosnia would be the cradle of European civilization.</p>",https://thumbor.bigedition.com/mountains-in-bosnia-and-herzegovina/IUU_3P4jEdWuyKqccoPbKpspXpo=/800x0/filters:quality(80)/granite-web-prod/f4/b6/f4b6806684654c4b99e8fb6d3576f5d9.jpeg
133,Mongolia,3.2 million,"<p>The national drink of this enormous Asian nation, called<a href=""https://www.mongolfood.info/en/recipes/airag.html""> airag</a>, is made of fermented milk from horses, which are a revered animal in Mongolia. The milk is fermented over a few days, traditionally in a leather sack that hangs outside one’s yurt, and contains about 2 percent alcohol.</p>",https://thumbor.bigedition.com/mongolian-fermented-milk-drink-airag/mYCKFhyIuLeqtNFFuNhQWK1mTiQ=/800x0/filters:quality(80)/granite-web-prod/2a/81/2a817126e3904d6eb2deebc46665afb0.jpeg
134,Armenia, 3 million,"<p>The game of chess is huge in this former Soviet republic located between Europe and Asia. Armenia is the only country in the world that requires students to take chess lessons in school, and it’s<a href=""https://www.rferl.org/a/armenia_wins_world_team_chess_title/24278984.html""> paid off</a> — the country often wins international competitions and has a high number of grandmasters per capita.</p>",https://thumbor.bigedition.com/armenian-chess-players/qmAlDAtdiDN60la1dnu-0g-lAlE=/800x0/filters:quality(80)/granite-web-prod/01/1a/011a7cdc64ee408fb5dc9a3309dd589d.jpeg
135,Jamaica, 2.9 million,"<p>This Caribbean island nation has no snow or winter-like conditions at any time of the year, but it does have what’s arguably the<a href=""https://www.today.com/news/jamaican-bobsled-team-reflects-unlikely-journey-88-olympics-t122438""> world’s most famous bobsled team</a>. It first competed in the Olympics in 1988. </p>",https://thumbor.bigedition.com/jamaican-bobsled-team-racing/w_symyu_Os1ow-AuKT-WKfaZqHU=/800x0/filters:quality(80)/granite-web-prod/2f/9a/2f9a184d3c474a46a0a434ac15afb51b.jpeg
136,Albania,2.9 million,<p>Mother Teresa was <a href="https://www.cnn.com/2009/WORLD/europe/10/17/albania.mother.teresa/index.html">ethnically Albanian</a> and remains the only person from this European country to have won the Nobel Prize.</p>,https://thumbor.bigedition.com/mother-teresa-in-calcutta/b2_EMh6p3V4xKXSw_7XivR8Ni1A=/800x0/filters:quality(80)/granite-web-prod/17/97/179795e7450e423e9101451e1a91b6a3.jpeg
137,Qatar,2.8 million,"<p>In terms of the likelihood of a natural disaster, this Middle East nation is the<a href=""https://www.telegraph.co.uk/travel/maps-and-graphics/Mapped-Where-a-natural-disaster-is-most-likely-to-strike/""> safest country in the world</a>.</p>",https://thumbor.bigedition.com/mosque-in-qatar/eKn5CwAMQBu8J8LKwzdjZy5UVEw=/800x0/filters:quality(80)/granite-web-prod/30/3d/303d21401cc741ee89e7c27fb20a0dd4.jpeg
138,Lithuania,2.8 million,"<p>This former Soviet republic was the<a href=""http://epicworldhistory.blogspot.com/2013/07/the-grand-duchy-of-lithuania.html""> largest country in Europe</a> in the 15th century. Called the Grand Duchy of Lithuania, it included what’s now Belarus and parts of Ukraine, Poland and Russia.</p>",https://thumbor.bigedition.com/lithuanian-medieval-town/137cPC9W4QoeoKT7TPdkOJmEte0=/800x0/filters:quality(80)/granite-web-prod/b5/ea/b5ea74b8cb074e3c9ef1c3daf0e3747b.jpeg
139,Namibia, 2.5 million,"<p>The Namib Desert, from which this African country gets its name, is the<a href=""https://www.worldwildlife.org/ecoregions/at1315""> oldest desert in the world</a> at 55 million years old. </p>",https://thumbor.bigedition.com/namib-desert-dunes-namibia/lszmIgevoA3Qrm0X7Aq9xgSweW4=/800x0/filters:quality(80)/granite-web-prod/71/e7/71e72cf554d84e4fb3ce47c3deb44ba6.jpeg
140,The Gambia, 2.3 million,<p>Only recently did this African nation switch from<a href="https://www.euronews.com/2018/03/20/gambia-to-switch-from-glass-marble-voting-to-use-of-ballot-papers"> marbles</a> to paper ballots for elections. The marbles practice started in the 1960s as a way to avoid spoiled ballots and to make it easier for illiterate citizens to vote. </p>,https://thumbor.bigedition.com/gambian-marbles/1wpl949LFrvoVw1GXA0Ujw06c5Q=/800x0/filters:quality(80)/granite-web-prod/7b/29/7b2951614d7c4ffe994db9215a4f179d.jpeg
141,Botswana,2.3 million,<p>This country in Southern Africa has the continent’s<a href="http://www.botswana.co.za/Botswana_Wildlife_Behaviour-travel/elephants-of-botswana.html"> highest concentration of elephants</a> thanks to strict regulations around hunting.</p>,https://thumbor.bigedition.com/elephants-bathing-in-botswana/dos3qCdwenmrqsRldT8RdjelWyQ=/800x0/filters:quality(80)/granite-web-prod/1c/52/1c52c243e46f47629971433468dede32.jpeg
142,Gabon, 2.2 million ,<p>Some 80 percent of Africa’s gorilla population reside in this small country. </p>,https://thumbor.bigedition.com/gorilla-mom-and-baby-in-gabon/rmy0NMbQqQ1uAYmnJZt3plCZlYk=/800x0/filters:quality(80)/granite-web-prod/06/3c/063c287e94a949409c1c253f057833f6.jpeg
143,Lesotho, 2.1 million,"<p>This African nation has the special distinction of being the<a href=""https://www.telegraph.co.uk/travel/lists/capital-cities-with-highest-altitude/maseru/""> “highest lowest point”</a> in the world — it’s the only country that’s located entirely above 1,000 meters, or about 3,280 feet.</p>",https://thumbor.bigedition.com/lesotho-countryside/kXJMjsoy82MfZ84l2708QHaCjYs=/800x0/filters:quality(80)/granite-web-prod/16/1d/161d193213fd471e90f1bf92648e4b02.jpeg
144,North Macedonia,2.1 million,"<p>Another former Yugoslavian republic, North Macedonia is the birthplace of the<a href=""https://www.britannica.com/topic/Cyrillic-alphabet""> Cyrillic alphabet</a>, which is used in more than 50 languages. It was created by brothers Saints Cyril and Methodius in the 9th century. </p>",https://thumbor.bigedition.com/cyrillic-book/1l_wnM3r_rZWb8C_I39N5OS3wZc=/800x0/filters:quality(80)/granite-web-prod/8c/76/8c763ca892db4ea5b4c0763f617f86aa.jpeg
145,Slovenia,2.1 million,"<p>Bees are big in this former Yugoslavian republic. Of the 2 million residents of Slovenia, some<a href=""https://www.telegraph.co.uk/travel/destinations/europe/slovenia/articles/beekeeping-slovenia-world-bee-day-ljubljana/""> 90,000 are beekeepers</a> — that’s 1 out of every 20 people!</p>",https://thumbor.bigedition.com/beehives-in-slovenia/pSapaXWHlPsb3m1evSJBAh4h-N4=/800x0/filters:quality(80)/granite-web-prod/1d/8a/1d8a42d31b7442edbcd18906d91ae24b.jpeg
146,Guinea-Bissau, 1.9 million,<p>The rising global<a href="https://www.news24.com/Africa/News/guinea-bissau-reaps-reward-as-world-goes-nuts-for-cashews-20170924"> demand for cashews</a> has been a boon for this small African nation. The crop accounts for<a href="https://www.reuters.com/article/us-bissau-cashews/guinea-bissau-president-bans-cashew-sales-amid-smuggling-idUSKBN18519E"> 80 percent</a> of the country’s export revenue. </p>,https://thumbor.bigedition.com/pack-of-cashews/8HYFjGuasgLxJc0nOIO5xsioWIg=/711x0/filters:quality(80)/granite-web-prod/2f/d2/2fd2c7f004df4b6fac64f6e0d40722e0.jpeg
147,Latvia,1.9 million,"<p>The first time a conifer was<a href=""https://www.likealocalguide.com/riga/worlds-first-christmas-tree""> decorated for Christmas</a> in the style we know today was in 1510 in Riga, Latvia.</p>",https://thumbor.bigedition.com/latvian-candle-christmas-tree/XeXtSwRrtz1SPlb-pJeq11cvNEQ=/800x0/filters:quality(80)/granite-web-prod/ea/a4/eaa4467fac03452d8e61e8cf49a3f5ca.jpeg
148,Bahrain,1.6 million,"<p>Unlike in many of its Middle East neighbors, women are<a href=""http://english.alarabiya.net/en/features/2018/11/19/Record-number-of-women-contest-in-Bahrain-s-local-elections.html""> allowed to vote and run for office</a> in Bahrain. </p>",https://thumbor.bigedition.com/female-politician-in-bahrain/TvY1o7qaX_H63dDt5Z1zaO2cw64=/800x0/filters:quality(80)/granite-web-prod/39/27/3927203033db48fe9c17a6e897cdf203.jpeg
149,Trinidad and Tobago,1.4 million,<p>The<a href="https://www.allaroundthisworld.com/learn/the-caribbean-2/trinidad-and-tobago/trinidad-and-tobago-limbo/#.Xd78cehKiM8"> Limbo dance</a> originated in the 1950s on this twin-island nation just north of Venezuela. It was originally performed at funerals and is meant to reflect the cycle of life.</p>,https://thumbor.bigedition.com/trini-dancer-performing-the-limbo/Gpwk2psweGpQybulxii7MOmymM4=/800x0/filters:quality(80)/granite-web-prod/85/44/8544097e12e046878603bb79161acecc.jpeg
150,Equatorial Guinea, 1.4 million,"<p>Spain has twice occupied this African nation, and it’s the only country on the continent with<a href=""https://face2faceafrica.com/article/how-equatorial-guinea-became-the-only-spanish-speaking-country-in-africa1""> Spanish as its official language</a>.</p>",https://thumbor.bigedition.com/colonial-building-in-equatorial-guinea/aMWkmk_P9sLmWPIgUBUGN46VVac=/800x0/filters:quality(80)/granite-web-prod/5c/4b/5c4bdf0fe07e4c89ab653e1c6bcba2bb.jpeg
151,Estonia,1.3 million,"<p>This former republic of the Soviet Union is considered the<a href=""https://www.forbes.com/sites/kalevleetaru/2017/06/07/how-estonias-e-voting-system-could-be-the-future/%233af8ec673b95""> most digitally advanced government</a> in the world and was the first to offer its citizens online voting, all the way back in 2005. This makes it one of the <a href=""https://www.workandmoney.com/s/most-innovative-countries-world-5554e6f2646b4a84?cb=1641598354234"">most innovative countries</a> on the planet.</p>",https://thumbor.bigedition.com/tallin-estonia-at-dusk/XdRcQu_wWmPBmG-iQx1Ciljadmo=/800x0/filters:quality(80)/granite-web-prod/86/94/86942b90ee12433796009f7993f4087d.jpeg
152,East Timor,1.3 million,"<p>After Portugal withdrew from this Southeast Asian island nation in 1975 after centuries of occupation, Indonesia invaded and held the country until 1999. In 2002, East Timor became the<a href=""https://economictimes.indiatimes.com/magazines/panache/south-sudan-croatia-and-other-youngest-countries-in-the-world/east-timor-1999/slideshow/65404014.cms""> first new country of the 21st century</a>. </p>",https://thumbor.bigedition.com/east-timor-colonial-building/x3TReELD1k8YmveyrbaSn2CBnHQ=/800x0/filters:quality(80)/granite-web-prod/01/35/0135a1361db64286bf0f143bdd95ba5a.jpeg
153,Mauritius,1.3 million,"<p>The only known habitat of the<a href=""http://www.bbc.com/earth/story/20160408-how-humanity-first-killed-the-dodo-then-lost-it-as-well""> dodo bird</a> — it of human-induced extinction fame (“don’t go the way of the dodo…”) — was on this African island nation, although the cause of its demise is debatable. </p>",https://thumbor.bigedition.com/dodo-bird-drawing/waQPO828ooAhsBYwnngoUAF096s=/800x0/filters:quality(80)/granite-web-prod/66/e7/66e792c8d75848218403b002b03c9b46.jpeg
154,Cyprus, 1.2 million,"<p>The Greek goddess of love, Aphrodite, is said to have been<a href=""https://visitworldheritage.com/en/eu/birthplace-of-aphrodite/d4a87816-4a22-44d0-adbd-695bf3ad7d52""> born on a beach</a> in this Mediterranean Sea island nation. </p>",https://thumbor.bigedition.com/cyprian-beach-with-boulders/K0jQPTJ-HSg7cC0DnQN38mt1Ia8=/800x0/filters:quality(80)/granite-web-prod/7f/bb/7fbbdde0a9d64722a22718af417dff2f.jpeg
155,Eswatini, 1.1 million,"<p>Known as Swaziland until 2018, this southern African nation is one of the world’s last absolute monarchies. And King Mswati is permitted to<a href=""http://news.bbc.co.uk/2/hi/africa/2335941.stm""> take another wife every year</a> if he so chooses; his predecessor, for instance, had 125 wives. </p>",https://thumbor.bigedition.com/king-mswati-eswatini/CMV_89kGYZWyWgA9XsRm7YYpoSY=/800x0/filters:quality(80)/granite-web-prod/f4/47/f4470d3b14ce4021b4989e194a936d1f.jpeg
156,Djibouti,"973,560","<p>This small country in southern Africa once had a national soccer team, but it was<a href=""https://www.bbc.com/sport/football/40670304""> dissolved</a> in 2017 because of continued poor results. It had never qualified for any major international tournament. </p>",https://thumbor.bigedition.com/djibouti-soccer-team/KGzuNnUjmHpq3SpnCz5PqSfYC98=/800x0/filters:quality(80)/granite-web-prod/36/bd/36bd33359e6443d4bb2261b544e8c798.jpeg
157,Fiji,"889,953",<p><a href="https://www.huffpost.com/entry/on-the-rocks-with-the-fir_b_5400347">Firewalking on hot stones</a> is an ancient tradition that started in this South Pacific island nation. It’s even believed that descendants of the first man to do so can still walk on white-hot stones. </p>,https://thumbor.bigedition.com/fiji-firewalking-on-hot-stones/o3lJLQ-BjOr9anyRXAmCcy4bu6I=/800x0/filters:quality(80)/granite-web-prod/1d/49/1d49040575a743638976371134ce4e48.jpeg
158,Comoros,"850,886","<p>This African island nation in the Indian Ocean is one of the world’s most politically unstable countries, with a coup d’etat or an attempt at one happening<a href=""https://www.economist.com/middle-east-and-africa/2018/07/26/another-power-grab-in-the-comoros""> every two years or so since 1975</a>.</p>",https://thumbor.bigedition.com/comoros-military/h_svkok0JE4b3ULIzWecvOL1KJQ=/800x0/filters:quality(80)/granite-web-prod/92/d3/92d3e3261f424dca9d314efda64e869a.jpeg
159,Guyana,"782,766","<p>The South American country has the unfortunate distinction of being the site of the<a href=""https://www.rollingstone.com/culture/culture-features/jonestown-13-things-you-should-know-about-cult-massacre-121974/""> world’s largest mass suicide</a>. On Nov. 18, 1978, more than 900 men, women and children living in Jim Jones’s Peoples Temple drank poison-laced Kool Aid and died.</p>",https://thumbor.bigedition.com/jonestown-cult-guyana/PUnwQQlvkxIbNFsckxEN_YW7U6s=/800x0/filters:quality(80)/granite-web-prod/5f/0e/5f0e0364594d435194963943613f653b.jpeg
160,Bhutan,"763,092","<p>Tourists to this Himalayan hideaway have to pay a minimum of<a href=""https://www.tibettravel.org/nepal-tibet-bhutan-tour/bhutan-tour-cost.html""> $200 per day</a> (in the low season) to visit the country. While that sounds excessive, it’s basically all-inclusive — food, transportation, accommodations, daily guide and local taxes.</p>",https://thumbor.bigedition.com/bhutanese-temple/DCNGyH8SjmkeM8Q7Q9I2d78AK0A=/800x0/filters:quality(80)/granite-web-prod/b8/be/b8be4d9086fd4202a871a8bc69f279ac.jpeg
161,Solomon Islands,"669,823",<p>Some 5 to 10 percent of the indigenous population of this Oceania island nation have<a href="https://med.stanford.edu/news/all-news/2012/05/naturally-blond-hair-in-solomon-islanders-rooted-in-native-gene-study-finds.html"> blond hair</a>. The gene that causes this is naturally occurring and totally distinct from the one that gives Europeans blond hair.</p>,https://thumbor.bigedition.com/solomon-islands-kids/wCjq7J3scf71J5X_kFOyotH6CX0=/800x0/filters:quality(80)/granite-web-prod/e1/39/e139ed76438449868501972374b20134.jpeg
162,Montenegro,"627,987","<p>The former member of Yugoslavia in southeastern Europe is home to what’s considered one of, if not the,<a href=""http://www.holidayinmontenegro.com/en/Home/PostDetails/2632f908-e0b0-4041-a57a-a736009d67be""> world’s oldest olive tree</a>: Stara Maslina. It’s more than 2,000 years old and lives among several other olive trees that are 500 to 700 years old.    </p>",https://thumbor.bigedition.com/oldest-olive-tree-in-the-world-montenegro/f27rrWVxsibOEJ5TfE840mDQ3EI=/800x0/filters:quality(80)/granite-web-prod/9c/5f/9c5f8d35ae8e444d91bce390cec245c3.jpeg
163,Luxembourg,"615,729","<p>There is a<a href=""https://www.bbc.com/news/magazine-23927021""> dancing ceremony</a> in this tiny European country that is so old and so popular that in 2010 it was included on UNESCO’s Intangible Cultural Heritage of Humanity list. It involves some 10,000 people simultaneously hopping while another 40,000 look on. </p>",https://thumbor.bigedition.com/luxembourg-street-dance-ceremony/thZsaxsrqVKdYF-ldHz4sWdoRhs=/800x0/filters:quality(80)/granite-web-prod/06/7f/067f0fe170ba497c8f506b9aafad3044.jpeg
164,Suriname,"581,372","<p>Located on the northeast coast of South America, this entire country has only<a href=""https://www.worldatlas.com/articles/10-interesting-and-unique-facts-about-suriname.html""> one movie theater</a>, in the capital city of Paramaribo.</p>",https://thumbor.bigedition.com/movie-theater-in-suriname/McQChyZl5tz0FEU5Nuq1W_1rRc4=/800x0/filters:quality(80)/granite-web-prod/8d/98/8d98a851247f42dc8e45434e16cae953.jpeg
165,Cabo Verde,"549,935","<p>Due to repeated droughts in the 20th century, many Cabo Verdeans left the West African island nation for better opportunities. Because of this widespread emigration, the<a href=""https://www.nationsonline.org/oneworld/cape_verde.htm""> expat population</a> is now greater than the domestic population. </p>",https://thumbor.bigedition.com/cabo-verde-ocean-coast-with-houses/JWDwQAB1MDPwBBaFNanT_cKGHNk=/800x0/filters:quality(80)/granite-web-prod/d5/23/d5234b5fb2a041ce80bab23c9f2a6b68.jpeg
166,Micronesia,"543,486",<p>The U.S. Defense Department’s<a href="https://www.andersen.af.mil/ocd/"> Operation Christmas Drop</a> started in 1952 on one of the many islands that make up Micronesia in the North Pacific Ocean. It’s the longest-running humanitarian effort by the Defense Department and now includes over 50 islands in the Pacific. </p>,https://thumbor.bigedition.com/operation-christmas-drop-over-micronesia/yYVhvBhwA4V2TD_qRUN-BffviUA=/800x0/filters:quality(80)/granite-web-prod/b1/e8/b1e8deeb97c247fcb45e8bcbc9825fad.jpeg
167,Maldives,"530,953","<p>In 2009, the government of this island nation off the southern coast of India held the world’s first and only<a href=""https://www.reuters.com/article/us-maldives-environment/maldives-sends-climate-sos-with-undersea-cabinet-idUSTRE59G0P120091017""> cabinet meeting underwater</a> to highlight the impending doom of climate change. It was part stunt and part cry for help, and it at least succeeded in attracting media attention.</p>",https://thumbor.bigedition.com/underwater-cabinet-meeting-in-the-maldives/ft9GqfZBm3RkTBVbPTdjkGz3Nco=/800x0/filters:quality(80)/granite-web-prod/93/e9/93e9945266e74d6cadeba05ff2c9b328.jpeg
168,Malta,"440,372","<p>One of Malta’s islands, Gozo, has a<a href=""https://www.visitgozo.com/where-to-go-in-gozo/sight-seeing-places-interest/calypsos-cave/""> cave that is apparently featured</a> in Homer’s “Odyssey.” Gozo serves as the Island of Ogygia in the epic poem and the cave in question is where Calypso the nymph held Odysseus as her prisoner of love for seven years.</p>",https://thumbor.bigedition.com/gozo-cave-malta/B8HcXeGVwmz6UYfmuCp0uO2xddI=/800x0/filters:quality(80)/granite-web-prod/9b/f2/9bf2f4e0f2eb4460b270784e9c6da39b.jpeg
169,Brunei,"433,285","<p>This Southeast Asian nation is one of the only countries in the world governed by an absolute monarchy. Hassanal Bolkiah has served as Brunei’s Sultan since 1967, making him the<a href=""https://www.timesnownews.com/the-buzz/article/worlds-second-longest-reigning-brunei-monarch-sultan-hassanal-bolkiah-marks-golden-jubilee-in-style/101287""> second-longest serving monarch</a> in the world after Queen Elizabeth II of Great Britain. </p>",https://thumbor.bigedition.com/brunei-sulta-king-mswati/iRpqz1C_6IkVBr5TxKGFNVufldo=/800x0/filters:quality(80)/granite-web-prod/3f/05/3f0536cf882b42f5aa3e7d97dd52ec58.jpeg
170,Belize,"390,353","<p>Would you believe there’s a country where a rat-like creature is considered a culinary delicacy? It’s true, and it’s in this Central American nation. Gibnut is so revered in these parts that it was<a href=""https://www.joseluiszapata.com/2012/09/26/i-ate-royal-rat-in-san-jose-de-succotz-village-belize/""> served to Queen Elizabeth II</a> in 1985 during a royal visit. </p>",https://thumbor.bigedition.com/gibnut-meal-belize/LMAs8TaI9kgQX1Y3W2fCf_vO7mo=/800x0/filters:quality(80)/granite-web-prod/1a/e0/1ae04448420f4920b5239b322924cb49.jpeg
171,The Bahamas,"389,482","<p>Just north of the Caribbean Sea and just east of Florida lies the chain of hundreds of islands that make up the Bahamas. And although the country is located along the Tropic of Cancer, it has<a href=""https://www.bahamaslocal.com/newsitem/1218/The_Day_it_Snowed_in_The_Bahamas.html""> snowed once in recorded history</a>. The bitterly cold winter of 1977 made its way to the Bahamas and on January 19, snow fell on Grand Bahama Island. </p>",https://thumbor.bigedition.com/frozen-palm-tree/tkO-GT8RLxOSj77pJs7UQTfERQU=/800x0/filters:quality(80)/granite-web-prod/e5/53/e553e323388e40c1b064cbc389387393.jpeg
172,Iceland,"339,031","<p>This European island nation is known for being<a href=""https://icelandmag.is/article/capita-champion-world""> tops in a lot of per-capita categories</a>, but none is more surprising than Coca-Cola. Icelanders, per capita, consume more of the soft drink than any other country in the world.  </p>",https://thumbor.bigedition.com/coca-cola-being-served-in-glass/7k-HDbec1vrJY2xZynbOQzOxqh8=/800x0/filters:quality(80)/granite-web-prod/aa/61/aa61e490402c43f59164c0b9a684fd2c.jpeg
